timestamp,value,label
2020-06-27 00:00:00,164.75064781812338,0.0
2020-06-27 00:05:00,170.78461950420314,0.0
2020-06-27 00:10:00,171.7578123402521,0.0
2020-06-27 00:15:00,162.97022632627022,0.0
2020-06-27 00:20:00,163.42720542962016,0.0
2020-06-27 00:25:00,169.65473045809097,0.0
2020-06-27 00:30:00,161.97362808259518,0.0
2020-06-27 00:35:00,161.1480478540449,0.0
2020-06-27 00:40:00,160.58065991612958,0.0
2020-06-27 00:45:00,160.3153520156969,0.0
2020-06-27 00:50:00,161.26628561872687,0.0
2020-06-27 00:55:00,160.99652850168252,0.0
2020-06-27 01:00:00,168.048636817589,0.0
2020-06-27 01:05:00,161.18400772502233,0.0
2020-06-27 01:10:00,167.62264878075734,0.0
2020-06-27 01:15:00,161.18106880709405,0.0
2020-06-27 01:20:00,160.8608173595081,0.0
2020-06-27 01:25:00,160.802266531712,0.0
2020-06-27 01:30:00,158.47633854164997,0.0
2020-06-27 01:35:00,158.75995214094868,0.0
2020-06-27 01:40:00,158.3897041471409,0.0
2020-06-27 01:45:00,157.19794463574752,0.0
2020-06-27 01:50:00,157.33653717833084,0.0
2020-06-27 01:55:00,154.82855168829522,0.0
2020-06-27 02:00:00,154.81420176206967,0.0
2020-06-27 02:05:00,154.6300389278287,0.0
2020-06-27 02:10:00,154.85493829075094,0.0
2020-06-27 02:15:00,154.53140089705695,0.0
2020-06-27 02:20:00,154.50073230209404,0.0
2020-06-27 02:25:00,153.96105283813844,0.0
2020-06-27 02:30:00,154.10823589769203,0.0
2020-06-27 02:35:00,160.3018555511527,0.0
2020-06-27 02:40:00,155.39469399929433,0.0
2020-06-27 02:45:00,154.78389139795004,0.0
2020-06-27 02:50:00,159.46364779147075,0.0
2020-06-27 02:55:00,159.99475186842994,0.0
2020-06-27 03:00:00,151.62146337192038,0.0
2020-06-27 03:05:00,153.87699014622402,0.0
2020-06-27 03:10:00,160.75611641718953,0.0
2020-06-27 03:15:00,162.76146591934219,0.0
2020-06-27 03:20:00,158.0803013643441,0.0
2020-06-27 03:25:00,159.2200208601842,0.0
2020-06-27 03:30:00,160.79789867757523,0.0
2020-06-27 03:35:00,161.45434636351982,0.0
2020-06-27 03:40:00,160.81996106204184,0.0
2020-06-27 03:45:00,158.6345033472044,0.0
2020-06-27 03:50:00,158.64339139814052,0.0
2020-06-27 03:55:00,160.11742605266227,0.0
2020-06-27 04:00:00,159.76199882611127,0.0
2020-06-27 04:05:00,163.94934832428405,0.0
2020-06-27 04:10:00,157.26411985527943,0.0
2020-06-27 04:15:00,157.69819873840174,0.0
2020-06-27 04:20:00,163.74503373609815,0.0
2020-06-27 04:25:00,156.9959582807494,0.0
2020-06-27 04:30:00,157.23663068561717,0.0
2020-06-27 04:35:00,156.56186696855428,0.0
2020-06-27 04:40:00,156.11707561455646,0.0
2020-06-27 04:45:00,156.57798572142346,0.0
2020-06-27 04:50:00,157.58012151813818,0.0
2020-06-27 04:55:00,157.605961528735,0.0
2020-06-27 05:00:00,157.64848023317674,0.0
2020-06-27 05:05:00,156.06410428608558,0.0
2020-06-27 05:10:00,155.99343417242173,0.0
2020-06-27 05:15:00,155.15868181109522,0.0
2020-06-27 05:20:00,155.72034424914025,0.0
2020-06-27 05:25:00,162.0602715218945,0.0
2020-06-27 05:30:00,161.60794178703696,0.0
2020-06-27 05:35:00,154.95031776065133,0.0
2020-06-27 05:40:00,154.79260947102722,0.0
2020-06-27 05:45:00,153.22336441252554,0.0
2020-06-27 05:50:00,155.8566356355769,0.0
2020-06-27 05:55:00,161.04311161569044,0.0
2020-06-27 06:00:00,154.70958968358758,0.0
2020-06-27 06:05:00,154.58925345895906,0.0
2020-06-27 06:10:00,154.54641214732357,0.0
2020-06-27 06:15:00,151.91079936313352,0.0
2020-06-27 06:20:00,151.80979786159602,0.0
2020-06-27 06:25:00,151.41491211649225,0.0
2020-06-27 06:30:00,151.2502346907298,0.0
2020-06-27 06:35:00,151.46437424409385,0.0
2020-06-27 06:40:00,159.10043638393424,0.0
2020-06-27 06:45:00,152.3158536187733,0.0
2020-06-27 06:50:00,151.84823760957104,0.0
2020-06-27 06:55:00,158.1396440154457,0.0
2020-06-27 07:00:00,156.61957645555734,0.0
2020-06-27 07:05:00,150.14128722045766,0.0
2020-06-27 07:10:00,149.75421611186138,0.0
2020-06-27 07:15:00,150.4309432421714,0.0
2020-06-27 07:20:00,149.02767876084187,0.0
2020-06-27 07:25:00,151.54448924625714,0.0
2020-06-27 07:30:00,162.19547146690172,0.0
2020-06-27 07:35:00,157.29764203917176,0.0
2020-06-27 07:40:00,156.92008339992938,0.0
2020-06-27 07:45:00,157.48100328710302,0.0
2020-06-27 07:50:00,156.26784447348817,0.0
2020-06-27 07:55:00,156.11075021436727,0.0
2020-06-27 08:00:00,164.37768783680468,0.0
2020-06-27 08:05:00,155.5052101451351,0.0
2020-06-27 08:10:00,155.47791414802745,0.0
2020-06-27 08:15:00,155.55420510674745,0.0
2020-06-27 08:20:00,156.30743508584086,0.0
2020-06-27 08:25:00,157.00891118567145,0.0
2020-06-27 08:30:00,156.62047301624608,0.0
2020-06-27 08:35:00,156.23685048155528,0.0
2020-06-27 08:40:00,156.20160203459378,0.0
2020-06-27 08:45:00,155.45556683549884,0.0
2020-06-27 08:50:00,155.43645700413694,0.0
2020-06-27 08:55:00,155.1884340609437,0.0
2020-06-27 09:00:00,159.9362726116906,0.0
